Sample,AgeID,N1of1,ID,A,B,C,E,F,G,H1,H2,H3,H4,H5,K1,K2,K3,L,M,N1,N2,O,P,Q,R1,R2,R3,R4,AR,LEN,WID,Morphotype_name
P137.085.1.,64.94,obj00009,P137.085.1.obj00009,1,4,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P137.085.1.,64.94,obj00010,P137.085.1.obj00010,1,1,1,1,1,1,1,0,0,0,0,0,0,0,2,1,1,1,1,2,1,3,3,2,3,99,0,0,Cone Elongated (no acrodin tip)
P137.085.1.,64.94,obj00011,P137.085.1.obj00011,1,5,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P137.085.1.,64.94,obj00012,P137.085.1.obj00012,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P137.085.1.,64.94,obj00013,P137.085.1.obj00013,1,5,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P137.085.1.,64.94,obj00014,P137.085.1.obj00014,1,1,1,1,3,1,1,0,0,0,0,0,0,0,3,1,5,1,1,4,2,3,2,2,3,99,0,0,"Flared base, short cloudy cone"
P137.085.1.,64.94,obj00015,P137.085.1.obj00015,2,2,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P137.085.1.,64.94,obj00016,P137.085.1.obj00016,1,1,2,1,1,3,2,1,1,1,1,0,0,0,3,1,1,1,1,3,4,1,3,2,3,99,0,0,"Cloudy, Triangle, dome root"
P137.085.1.,64.94,obj00017,P137.085.1.obj00017,1,1,2,3,4,3,2,1,1,1,1,0,0,0,2,1,5,1,1,4,3,3,3,2,3,99,0,0,"Flared base, big curve"
P137.085.1.,64.94,obj00018,P137.085.1.obj00018,1,4,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P137.085.1.,64.94,obj00019,P137.085.1.obj00019,2,2,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P137.085.1.,64.94,obj00020,P137.085.1.obj00020,1,1,2,1,3,3,2,1,1,2,1,0,0,0,1,1,5,1,1,4,3,3,3,2,3,99,0,0,"Pointy, flare, convex"
P137.085.1.,64.94,obj00021,P137.085.1.obj00021,1,5,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P137.085.1.,64.94,obj00022,P137.085.1.obj00022,1,4,2,1,1,3,3,3,1,2,1,1,3,3,2,1,1,1,1,3,3,2,2,1,5,99,0,0,"Straight, half-length flange"
P137.085.1.,64.94,obj00023,P137.085.1.obj00023,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P137.085.1.,64.94,obj00024,P137.085.1.obj00024,1,1,1,1,1,1,1,0,0,0,0,0,0,0,2,3,1,1,1,2,1,3,3,2,3,99,0,0,Cone Elongated (with acrodin tip)
P137.085.1.,64.94,obj00025,P137.085.1.obj00025,2,2,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P137.085.1.,64.94,obj00026,P137.085.1.obj00026,1,1,2,1,1,3,2,1,1,2,1,0,0,0,2,1,1,1,1,1,1,5,2,1,2,99,0,0,"Cloudy, small thin root"
P137.085.1.,64.94,obj00027,P137.085.1.obj00027,2,2,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P137.085.1.,64.94,obj00028,P137.085.1.obj00028,2,2,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P137.085.1.,64.94,obj00029,P137.085.1.obj00029,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P137.085.1.,64.94,obj00030,P137.085.1.obj00030,1,4,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P137.085.1.,64.94,obj00031,P137.085.1.obj00031,2,2,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P137.085.1.,64.94,obj00032,P137.085.1.obj00032,1,4,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P137.085.1.,64.94,obj00033,P137.085.1.obj00033,1,5,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P137.085.1.,64.94,obj00034,P137.085.1.obj00034,2,2,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P137.085.1.,64.94,obj00035,P137.085.1.obj00035,1,3,1,1,1,3,3,3,3,2,4,0,0,0,2,1,1,1,1,4,3,2,1,2,5,99,0,0,Bladed cone single blade
P137.085.1.,64.94,obj00036,P137.085.1.obj00036,2,2,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P137.085.1.,64.94,obj00037,P137.085.1.obj00037,1,5,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P137.085.1.,64.94,obj00038,P137.085.1.obj00038,2,2,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P137.085.1.,64.94,obj00039,P137.085.1.obj00039,2,2,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P137.085.1.,64.94,obj00040,P137.085.1.obj00040,2,2,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P139.087.1.,65.3,obj00001,P139.087.1.obj00001,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P139.087.1.,65.3,obj00002,P139.087.1.obj00002,1,5,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P139.087.1.,65.3,obj00003,P139.087.1.obj00003,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P139.087.1.,65.3,obj00004,P139.087.1.obj00004,1,5,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P139.087.1.,65.3,obj00005,P139.087.1.obj00005,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P139.087.1.,65.3,obj00006,P139.087.1.obj00006,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P139.087.1.,65.3,obj00007,P139.087.1.obj00007,1,5,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P139.087.1.,65.3,obj00008,P139.087.1.obj00008,1,5,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P139.087.1.,65.3,obj00009,P139.087.1.obj00009,1,4,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P139.087.1.,65.3,obj00010,P139.087.1.obj00010,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P139.087.1.,65.3,obj00011,P139.087.1.obj00011,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P139.087.1.,65.3,obj00012,P139.087.1.obj00012,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P139.087.1.,65.3,obj00013,P139.087.1.obj00013,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P139.087.1.,65.3,obj00014,P139.087.1.obj00014,1,5,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P139.087.1.,65.3,obj00015,P139.087.1.obj00015,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P139.087.1.,65.3,obj00016,P139.087.1.obj00016,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P139.087.1.,65.3,obj00017,P139.087.1.obj00017,1,1,2,2,3,2,1,0,0,0,0,0,0,0,3,2,1,1,1,3,2,3,3,2,3,99,0,0,"Acrodin Tip, Convex, Curved"
P139.087.1.,65.3,obj00018,P139.087.1.obj00018,1,5,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P139.087.1.,65.3,obj00019,P139.087.1.obj00019,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P139.087.1.,65.3,obj00020,P139.087.1.obj00020,1,1,1,3,4,2,2,1,1,1,1,0,0,0,1,1,5,1,1,4,3,3,3,2,3,99,0,0,Large long curved bladed cone
P139.087.1.,65.3,obj00021,P139.087.1.obj00021,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P139.087.1.,65.3,obj00022,P139.087.1.obj00022,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P139.087.1.,65.3,obj00023,P139.087.1.obj00023,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P139.087.1.,65.3,obj00024,P139.087.1.obj00024,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P139.087.1.,65.3,obj00025,P139.087.1.obj00025,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P139.087.1.,65.3,obj00026,P139.087.1.obj00026,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P139.087.1.,65.3,obj00027,P139.087.1.obj00027,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P139.087.1.,65.3,obj00028,P139.087.1.obj00028,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P139.087.1.,65.3,obj00029,P139.087.1.obj00029,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P139.087.1.,65.3,obj00030,P139.087.1.obj00030,1,1,2,1,1,3,2,1,1,2,1,0,0,0,2,1,1,1,1,4,4,2,2,2,1,99,0,0,"Cloudy, Triangle, full root"
P139.087.1.,65.3,obj00031,P139.087.1.obj00031,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P139.087.1.,65.3,obj00032,P139.087.1.obj00032,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P139.087.1.,65.3,obj00033,P139.087.1.obj00033,1,4,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P139.087.1.,65.3,obj00034,P139.087.1.obj00034,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P139.087.1.,65.3,obj00035,P139.087.1.obj00035,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P139.087.1.,65.3,obj00036,P139.087.1.obj00036,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P139.087.1.,65.3,obj00037,P139.087.1.obj00037,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P139.087.1.,65.3,obj00038,P139.087.1.obj00038,1,5,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P139.087.1.,65.3,obj00039,P139.087.1.obj00039,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P139.087.1.,65.3,obj00040,P139.087.1.obj00040,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P139.087.1.,65.3,obj00041,P139.087.1.obj00041,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P139.087.1.,65.3,obj00042,P139.087.1.obj00042,1,4,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P139.087.1.,65.3,obj00043,P139.087.1.obj00043,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P139.087.1.,65.3,obj00044,P139.087.1.obj00044,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P139.087.1.,65.3,obj00045,P139.087.1.obj00045,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P139.087.1.,65.3,obj00046,P139.087.1.obj00046,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P139.087.1.,65.3,obj00047,P139.087.1.obj00047,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P139.087.1.,65.3,obj00048,P139.087.1.obj00048,1,5,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P139.087.1.,65.3,obj00049,P139.087.1.obj00049,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P139.087.1.,65.3,obj00050,P139.087.1.obj00050,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P139.087.1.,65.3,obj00051,P139.087.1.obj00051,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P139.087.1.,65.3,obj00052,P139.087.1.obj00052,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P139.087.1.,65.3,obj00053,P139.087.1.obj00053,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P139.087.1.,65.3,obj00054,P139.087.1.obj00054,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P139.087.1.,65.3,obj00055,P139.087.1.obj00055,2,5,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P139.087.1.,65.3,obj00056,P139.087.1.obj00056,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P139.087.1.,65.3,obj00057,P139.087.1.obj00057,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P139.087.1.,65.3,obj00058,P139.087.1.obj00058,2,5,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P139.087.1.,65.3,obj00059,P139.087.1.obj00059,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P139.087.1.,65.3,obj00060,P139.087.1.obj00060,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P139.087.1.,65.3,obj00061,P139.087.1.obj00061,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P139.087.1.,65.3,obj00062,P139.087.1.obj00062,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P139.087.1.,65.3,obj00063,P139.087.1.obj00063,1,5,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P139.087.1.,65.3,obj00064,P139.087.1.obj00064,1,1,1,1,1,3,2,1,1,1,1,0,0,0,2,1,1,1,1,4,2,1,2,2,2,99,0,0,Bladed cone straight no flare
P139.087.1.,65.3,obj00065,P139.087.1.obj00065,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P139.087.1.,65.3,obj00066,P139.087.1.obj00066,1,1,1,1,3,1,1,0,0,0,0,0,0,0,3,4,1,1,1,2,1,3,3,2,3,99,0,0,"Acrodin Tip, Cone, small dome root"
P139.087.1.,65.3,obj00067,P139.087.1.obj00067,1,5,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P139.087.1.,65.3,obj00068,P139.087.1.obj00068,1,4,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P139.087.1.,65.3,obj00069,P139.087.1.obj00069,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P139.087.1.,65.3,obj00070,P139.087.1.obj00070,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P139.087.1.,65.3,obj00071,P139.087.1.obj00071,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P139.087.1.,65.3,obj00072,P139.087.1.obj00072,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P139.087.1.,65.3,obj00073,P139.087.1.obj00073,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P139.087.1.,65.3,obj00074,P139.087.1.obj00074,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P139.087.1.,65.3,obj00075,P139.087.1.obj00075,2,2,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P139.087.1.,65.3,obj00076,P139.087.1.obj00076,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P139.087.1.,65.3,obj00077,P139.087.1.obj00077,1,4,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P139.087.1.,65.3,obj00078,P139.087.1.obj00078,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P139.087.1.,65.3,obj00079,P139.087.1.obj00079,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P139.087.1.,65.3,obj00080,P139.087.1.obj00080,1,1,2,1,1,3,2,1,3,2,1,0,0,0,2,1,1,1,1,4,2,1,3,2,2,99,0,0,"Clear, flared blades, 1/2 root"
P139.087.1.,65.3,obj00081,P139.087.1.obj00081,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P139.087.1.,65.3,obj00082,P139.087.1.obj00082,2,2,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P139.087.1.,65.3,obj00083,P139.087.1.obj00083,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P139.087.1.,65.3,obj00084,P139.087.1.obj00084,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P139.087.1.,65.3,obj00085,P139.087.1.obj00085,1,1,2,1,6,3,3,3,1,2,1,0,0,0,2,1,1,1,1,4,2,1,2,2,3,99,0,0,"Right Triangle, one blade"
P139.087.1.,65.3,obj00086,P139.087.1.obj00086,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P139.087.1.,65.3,obj00087,P139.087.1.obj00087,2,2,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P139.087.1.,65.3,obj00088,P139.087.1.obj00088,2,2,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P139.087.1.,65.3,obj00089,P139.087.1.obj00089,2,2,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P139.087.1.,65.3,obj00090,P139.087.1.obj00090,1,1,1,1,1,3,2,1,1,1,1,0,0,0,2,1,1,1,1,4,2,1,2,2,2,99,0,0,Bladed cone straight no flare
P139.087.1.,65.3,obj00091,P139.087.1.obj00091,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P139.087.1.,65.3,obj00092,P139.087.1.obj00092,1,1,1,1,3,3,2,1,1,1,1,0,0,0,1,1,5,1,1,4,3,3,3,2,2,99,0,0,"Flared base, straight bladed cone"
P139.087.1.,65.3,obj00093,P139.087.1.obj00093,2,2,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P139.087.1.,65.3,obj00094,P139.087.1.obj00094,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P139.087.1.,65.3,obj00095,P139.087.1.obj00095,2,2,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P139.087.1.,65.3,obj00096,P139.087.1.obj00096,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P139.087.1.,65.3,obj00097,P139.087.1.obj00097,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P139.087.1.,65.3,obj00098,P139.087.1.obj00098,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P139.087.1.,65.3,obj00099,P139.087.1.obj00099,1,4,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P139.087.1.,65.3,obj00100,P139.087.1.obj00100,1,1,1,1,3,3,2,1,1,1,1,0,0,0,1,1,5,1,1,4,3,3,3,2,2,99,0,0,"Flared base, straight bladed cone"
P139.087.1.,65.3,obj00101,P139.087.1.obj00101,2,2,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P139.087.1.,65.3,obj00102,P139.087.1.obj00102,1,5,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P139.087.1.,65.3,obj00103,P139.087.1.obj00103,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P139.087.1.,65.3,obj00104,P139.087.1.obj00104,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P139.087.1.,65.3,obj00105,P139.087.1.obj00105,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P139.087.1.,65.3,obj00106,P139.087.1.obj00106,2,2,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P139.087.1.,65.3,obj00107,P139.087.1.obj00107,2,2,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P139.087.1.,65.3,obj00108,P139.087.1.obj00108,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P139.087.1.,65.3,obj00109,P139.087.1.obj00109,1,1,1,1,1,1,1,0,0,0,0,0,0,0,2,3,1,1,1,2,1,3,3,2,3,99,0,0,Cone Elongated (with acrodin tip)
P139.087.1.,65.3,obj00110,P139.087.1.obj00110,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P139.087.1.,65.3,obj00111,P139.087.1.obj00111,1,1,2,1,1,3,2,1,1,2,1,0,0,0,2,2,1,1,1,3,1,3,3,2,3,99,0,0,"Acrodin Tip, 1/4 length dome root"
P139.087.1.,65.3,obj00112,P139.087.1.obj00112,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P139.087.1.,65.3,obj00113,P139.087.1.obj00113,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P139.087.1.,65.3,obj00114,P139.087.1.obj00114,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P139.087.1.,65.3,obj00115,P139.087.1.obj00115,1,1,2,1,3,3,2,1,1,2,1,0,0,0,1,1,5,1,1,4,3,3,3,2,3,99,0,0,"Pointy, flare, convex"
P139.087.1.,65.3,obj00116,P139.087.1.obj00116,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P139.087.1.,65.3,obj00117,P139.087.1.obj00117,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P139.087.1.,65.3,obj00118,P139.087.1.obj00118,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P139.087.1.,65.3,obj00119,P139.087.1.obj00119,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P139.087.1.,65.3,obj00120,P139.087.1.obj00120,2,2,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P139.087.1.,65.3,obj00121,P139.087.1.obj00121,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P139.087.1.,65.3,obj00122,P139.087.1.obj00122,2,2,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P139.087.1.,65.3,obj00123,P139.087.1.obj00123,2,2,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P139.087.1.,65.3,obj00124,P139.087.1.obj00124,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P139.087.1.,65.3,obj00125,P139.087.1.obj00125,2,2,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P139.087.1.,65.3,obj00126,P139.087.1.obj00126,1,1,1,1,1,1,1,0,0,0,0,0,0,0,2,1,1,1,1,2,1,3,3,2,3,99,0,0,Cone Elongated (no acrodin tip)
P139.087.1.,65.3,obj00127,P139.087.1.obj00127,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P139.087.1.,65.3,obj00128,P139.087.1.obj00128,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P139.087.1.,65.3,obj00129,P139.087.1.obj00129,1,4,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P139.087.1.,65.3,obj00130,P139.087.1.obj00130,1,4,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P139.087.1.,65.3,obj00131,P139.087.1.obj00131,1,5,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P139.087.1.,65.3,obj00132,P139.087.1.obj00132,2,2,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P139.087.1.,65.3,obj00133,P139.087.1.obj00133,2,2,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P139.087.1.,65.3,obj00134,P139.087.1.obj00134,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P139.087.1.,65.3,obj00135,P139.087.1.obj00135,2,2,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P139.087.1.,65.3,obj00136,P139.087.1.obj00136,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P139.087.1.,65.3,obj00137,P139.087.1.obj00137,1,1,2,1,1,3,2,1,1,2,1,0,0,0,2,1,1,1,1,4,4,2,2,2,1,99,0,0,"Cloudy, Triangle, full root"
P139.087.1.,65.3,obj00138,P139.087.1.obj00138,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P139.087.1.,65.3,obj00139,P139.087.1.obj00139,1,5,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P139.087.1.,65.3,obj00140,P139.087.1.obj00140,2,2,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P139.087.1.,65.3,obj00141,P139.087.1.obj00141,2,2,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P139.087.1.,65.3,obj00142,P139.087.1.obj00142,2,2,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P139.087.1.,65.3,obj00143,P139.087.1.obj00143,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P139.087.1.,65.3,obj00144,P139.087.1.obj00144,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P139.087.1.,65.3,obj00145,P139.087.1.obj00145,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P139.087.1.,65.3,obj00146,P139.087.1.obj00146,2,2,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P139.087.1.,65.3,obj00147,P139.087.1.obj00147,2,2,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P139.087.1.,65.3,obj00148,P139.087.1.obj00148,2,2,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P139.087.1.,65.3,obj00149,P139.087.1.obj00149,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P139.087.1.,65.3,obj00150,P139.087.1.obj00150,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P139.087.1.,65.3,obj00151,P139.087.1.obj00151,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P139.087.1.,65.3,obj00152,P139.087.1.obj00152,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P139.087.1.,65.3,obj00153,P139.087.1.obj00153,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P139.087.1.,65.3,obj00154,P139.087.1.obj00154,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P140.088.1.,65.5,obj00001,P140.088.1.obj00001,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P140.088.1.,65.5,obj00002,P140.088.1.obj00002,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P140.088.1.,65.5,obj00003,P140.088.1.obj00003,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P140.088.1.,65.5,obj00004,P140.088.1.obj00004,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P140.088.1.,65.5,obj00005,P140.088.1.obj00005,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P140.088.1.,65.5,obj00006,P140.088.1.obj00006,1,1,2,3,4,3,2,1,1,1,1,0,0,0,2,1,5,1,1,4,3,3,3,2,3,99,0,0,"Flared base, big curve"
P140.088.1.,65.5,obj00007,P140.088.1.obj00007,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P140.088.1.,65.5,obj00008,P140.088.1.obj00008,1,1,1,1,1,1,1,0,0,0,0,0,0,0,2,2,1,1,1,3,2,3,3,2,3,99,0,0,cone short dome root
P140.088.1.,65.5,obj00009,P140.088.1.obj00009,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P140.088.1.,65.5,obj00010,P140.088.1.obj00010,1,4,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P140.088.1.,65.5,obj00011,P140.088.1.obj00011,1,1,2,2,3,3,2,1,1,2,1,0,0,0,1,1,5,1,1,4,3,3,3,2,3,99,0,0,"Pointy, Flare bottom, curve"
P140.088.1.,65.5,obj00012,P140.088.1.obj00012,1,4,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P140.088.1.,65.5,obj00013,P140.088.1.obj00013,1,1,1,1,3,3,2,1,1,1,1,0,0,0,1,1,5,1,1,4,3,3,3,2,2,99,0,0,"Flared base, straight bladed cone"
P140.088.1.,65.5,obj00014,P140.088.1.obj00014,1,4,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P140.088.1.,65.5,obj00015,P140.088.1.obj00015,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P140.088.1.,65.5,obj00016,P140.088.1.obj00016,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P140.088.1.,65.5,obj00017,P140.088.1.obj00017,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
